song_name,artist,url,cluster
Thumper,The Jesus Lizard,spotify:track:0ar7kvNdBppCI4J5g4lmBf,3
Showbiz,Muse,spotify:track:2sCFFlnYg6Lk75GCcfSXEz,6
The Antichrist,Slayer,spotify:track:6Tjr3224DVeSWdq6dXgD6A,6
Black Magic,Slayer,spotify:track:4cJhBmeJ7KiBeuy7oxRnZ3,6
Phenomena,Yeah Yeah Yeahs,spotify:track:2nDNTkHniE3Zrjkdo0AWM0,0
Cherub Rock - 2011 Remaster,The Smashing Pumpkins,spotify:track:0F2LiyHp9E0pAanpfnzHNp,6
Disarm - 2011 Remaster,The Smashing Pumpkins,spotify:track:7A8caPxvrT8ZgLvQPPUCcj,6
AEP,Red Harvest,spotify:track:5MtYgmLfU6YzGa1spP33la,6
Time to Die,Void,spotify:track:7lSQmgK6vxfWmnGSvVlZWc,6
That's When I Reach for My Revolver,Mission Of Burma,spotify:track:3bSKHihztyH9D1ZyQsoqzI,9
Nookie,Limp Bizkit,spotify:track:1TEZWG1FdjzDdercCguTwj,1
Break Stuff,Limp Bizkit,spotify:track:5cZqsjVs6MevCnAkasbEOX,9
Sign 'O' the Times,Prince,spotify:track:4Yenz5JZZOUiZSeyKY8bDz,9
Play in the Sunshine,Prince,spotify:track:7D77LwNefSS7QJoy68sKEx,1
Forever in My Life,Prince,spotify:track:5MULwvoltCATOJ9bZYfxxB,2
U Got the Look,Prince,spotify:track:2X6okzhnNPSzh9yxDMHHe3,9
Strange Relationship,Prince,spotify:track:2WwnFbWZ1DrTetqEqI1HUQ,3
I Could Never Take the Place of Your Man,Prince,spotify:track:7Bsfh7tZyAf6L5iQti86Rq,9
The Cross,Prince,spotify:track:60vEugO8qAECUVj1KpiQaP,1
Damn Over The Ruins Of Jerusalem,Nachtmystium,spotify:track:418Qy1JcR0Cgc09yBnkz7n,6
Rock City,Emigrate,spotify:track:6kilNCH4Xmz7awAeyI2tPu,0
Rock City,Lemmy,spotify:track:6kilNCH4Xmz7awAeyI2tPu,0
(Ghost) Riders in the Sky,Johnny Cash,spotify:track:3I1vEQhGwRK7URrTq4BqNl,3
Lava,Silver Sun,spotify:track:1pt6PWakq2deNSwxIukiGz,1
First Prayer,Deathspell Omega,spotify:track:0PmpFAt9R9uYVUoo2u0auz,6
Sola Fide I,Deathspell Omega,spotify:track:2cPrPgXBRu69rnOp4CGV0g,1
Red Alert,Basement Jaxx,spotify:track:2S5CHSeaE3s6zCePzAHJuH,3
Jump N' Shout Featuring Slarta John,Basement Jaxx,spotify:track:3uPl8OcR8Lm5mHWaE57P3H,3
Plug It In (Radio Edit),Basement Jaxx,spotify:track:3mFu7z9GEpqnyFUtsCtpn6,0
Sick Of It All,The Distillers,spotify:track:00dIhpeebdrRaWuWYKd2xU,1
Seneca Falls,The Distillers,spotify:track:1wDfhmlEvVEbQnEIdMRfvf,1
City Of Angels,The Distillers,spotify:track:4D7sweC53ikn2HrABdrvdm,0
Only the Lonely,Roy Orbison,spotify:track:0PkBTqRtN25z3oKasWoKlj,9
Death Knows Where,In Solitude,spotify:track:0vIXP5GErDKsDf8j2WquhK,6
Pallid Hands,In Solitude,spotify:track:4RX3OTNFlsqPcY9BvDYnYF,0
Sister Cities,The Wonder Years,spotify:track:6N0oSpjYbBGJMrwVMmTQAx,0
Save Everything,Coliseum,spotify:track:6vHu89UnLB7oAZWbCCwNfm,0
Sister Faith,Coliseum,spotify:track:032f7bmfeuuFd3Z3JEYLO8,3
Everything Zen - Remastered,Bush,spotify:track:4gawTLtYS4aVK7xqKZHkJJ,0
Little Things - Remastered,Bush,spotify:track:2Vd8uLBFSJVRu20OGp6LYG,0
Machinehead - Remastered,Bush,spotify:track:0lXrp1d2S5X4mbBH978ejJ,0
Glycerine - Remastered,Bush,spotify:track:2nzlgHTbUDzuRtTFoX3qfJ,2
Crashing Foreign Cars,Helmet,spotify:track:5aAr5Y5wXiUMHVEtvaCXkt,3
The Long Road Home,Inter Arma,spotify:track:6F7jrKUjOGITyZl9XYFQdC,6
Silver Bride,Amorphis,spotify:track:7sHGxzaWViGHxW7RnQ2ENu,9
Street Car,Hayden,spotify:track:7q4l4P4bdBkqpyXM64Dls3,2
Here,Pavement,spotify:track:1MYhWOMpHxCYEgDzZKrRql,2
World Of Lies,At The Gates,spotify:track:63qjdBUGCiDzle4KGuypCX,6
Dragonaut,Sleep,spotify:track:6qLgGLeawKyhMFJ848XtYD,9
Holy Mountain,Sleep,spotify:track:1G7rpMjaBTqczxxzJdHToF,2
Metal Guru - 2012 Remaster,T. Rex,spotify:track:0HfgYHSJmegk74LODFB3Yc,3
(sic),Slipknot,spotify:track:1g8lVIsEkDaGD1nKw6fwUb,9
Surfacing,Slipknot,spotify:track:0iget4icTqUya9wtpvCTF2,3
Wanted Dead Or Alive,Bon Jovi,spotify:track:0whc72kLlbhR5QMmj9XPnb,0
Hunt the Buffalo,Cobalt,spotify:track:1HRwKWGgkRdWPqpVW68FoA,0
Ruiner,Cobalt,spotify:track:4NV2MFAx3eof8viPvuVho3,6
Beast Whip,Cobalt,spotify:track:2XpFzsEl1txS207hNQBQZI,1
Cold Breaker,Cobalt,spotify:track:6ycAB8zVO0krJJ6qngbAWy,0
Final Will,Cobalt,spotify:track:4l2ofEVaeGd8Udvz6pCfmT,6
Slow Forever,Cobalt,spotify:track:0aHVwCy04Msmj3wU6fD7q1,6
Slowly We Rot,Obituary,spotify:track:5F6ZrWLngDICyjazxM1gNq,4
Come Out and Play,The Offspring,spotify:track:5JJDu0Z5DKe7mR31MGksSg,9
Self Esteem,The Offspring,spotify:track:6qpN7PrkVsP3N3xO7WlCaw,0
Scar Trek / Parasite God,Mortiis,spotify:track:3f9PuAbfQimWKrys4rPybJ,0
Fast And Frightening,L7,spotify:track:0GLlGaNAqRkQRlgj9toYo8,0
Heroes And Villains - Remastered 2001,The Beach Boys,spotify:track:7BO7ZbaEmgCSSp3znPMxN4,4
Reel Around the Fountain - 2011 Remaster,The Smiths,spotify:track:5bSASu4W0HJx6CuG8rbRcA,9
Blood Red,The Datsuns,spotify:track:4NzHVGpkcj7cJ6LeCVjnVP,3
You Can't Put Your Arms Round a Memory,Johnny Thunders,spotify:track:2soxUQx6rPfOk0kHNePbhq,9
Ring of Fire,Social Distortion,spotify:track:3hKScGxI28Zor6zJ7JL7aS,3
Beggin (original version),Madcon,spotify:track:1XyL3J7eTTKnxRZAM3LqIT,3
Orchard,Windhand,spotify:track:3bZG5LMoqBiXDwSSi2p2VN,6
Woodbine,Windhand,spotify:track:59ML0d8TWN9YIUK1KG62NC,6
The Only One I Know,The Charlatans,spotify:track:17hdos7cv1vAvcfoTU4Pym,0
Far Away Eyes - Remastered,The Rolling Stones,spotify:track:06PEXSCNl8Xwf2633TdNnx,0
I Saw the Light - 2015 Remaster,Todd Rundgren,spotify:track:5uRkew0DtfAQmv0oEYNwFF,3
Waterloo Sunset - Stereo Mix,The Kinks,spotify:track:6i6vTovzDTGf6AQp96YwZK,3
Babylon's Burning,The Ruts,spotify:track:4wzXLlHUCZaARJ9fgG38d1,3
Holiday,The Get Up Kids,spotify:track:0fhnqthEA0Xj04Idlq9SXI,1
Wasted Years - 2015 Remaster,Iron Maiden,spotify:track:1HM7Vp84E4SMzdrZONg6bH,3
The Power Of Independent Trucking,Big Black,spotify:track:76gcZ6gdvgvmzDRibCB9MX,6
Teardrops,Womack & Womack,spotify:track:1H3VALnQHwhFxQJLo6Kp6E,0
No One Knows,Queens of the Stone Age,spotify:track:6y20BV5L33R8YXM0YuI38N,9
Go With The Flow,Queens of the Stone Age,spotify:track:0wzRcekWyVCSyPtlPOeJau,1
Bird on the Wire,Leonard Cohen,spotify:track:3M0QK0bYdiGMu6JNoPk8YG,4
The Partisan,Leonard Cohen,spotify:track:2E5vl5eF4M4QbaADGegVDP,2
The Old Revolution,Leonard Cohen,spotify:track:5xTqhUcwPm8BSS8h7m3fYr,4
Ain't That Enough,Teenage Fanclub,spotify:track:5OcuXYY4vzDX6gAVLCs8gQ,9
I Don't Want Control of You,Teenage Fanclub,spotify:track:111u5fg74ftDxTHfeIn8h1,1
Take the Long Way Round,Teenage Fanclub,spotify:track:4zi8jA4hDOXyI2lLCJcu8L,0
Speed of Light,Teenage Fanclub,spotify:track:1W8gSLQdt7FM4glZLVXmzu,0
Sir Duke,Stevie Wonder,spotify:track:4pNiE4LCVV74vfIBaUHm1b,9
He Hit Me (and It Felt Like a Kiss),The Crystals,spotify:track:1bRpq0Csgxu9xBnrzDwqWr,2
The Scarlet Garden,My Dying Bride,spotify:track:6iXtJ1C8xYXBNWA6oJajQy,6
Famous Blue Raincoat,Leonard Cohen,spotify:track:77K5TB5KZmDZCoJCdd1NvE,4
Bring on the Dancing Horses,Echo & the Bunnymen,spotify:track:5uh98HlgvoJd2zRWAduj2Y,9
God Of The Grain,Amebix,spotify:track:777XpJtNrPUI02rexFxJit,0
Knights Of The Black Sun,Amebix,spotify:track:1QeAO5gkEH33FY7vYXHDPO,3
One By One,Immortal,spotify:track:3wpsigh5eJSLHe5fSdDqXE,6
Sons Of Northern Darkness,Immortal,spotify:track:4RFq95iXHus9cw0xpTfKen,6
Within The Dark Mind,Immortal,spotify:track:0x4477sFwADMW1W1PPYMe7,6
Tyrants,Immortal,spotify:track:2ClscEOEWKearA8DeIUq3e,6
The Crystal Lake,Grandaddy,spotify:track:2p9rtyeE37AOB7uYAMqZ0F,9
Foreigner,Pallbearer,spotify:track:50hpcNkwVXJVlbmhVE24Uj,3
Devoid Of Redemption,Pallbearer,spotify:track:0Jl3rJ8cngPViIqvjq5t94,6
Cigarettes and Coffee,Otis Redding,spotify:track:4PFiLGx8jAzcAJxwPLUeZ9,4
Cranial Matter,Primitive Race,spotify:track:1VvMHoISBTA26hNpksZxk3,6
To Crawl Under One's Skin,Neurosis,spotify:track:0jS9ZYBjOirMlbyEWHcK2q,6
Sterile Vision,Neurosis,spotify:track:2PMNy7MKaYEWDBSwvtZZrR,6
Yes - Full Version,McAlmont & Butler,spotify:track:6joAGL5IuD66Qgcz049ObW,9
Cover Me Up,Jason Isbell,spotify:track:0htFHn4KWkRwjpYyFi29hJ,4
Traveling Alone,Jason Isbell,spotify:track:21Dr2cMwh16IMOuURpYyVQ,2
South Of Heaven,Slayer,spotify:track:3U9gogDStAfWxSm91PJuxb,8
Bowtie (feat. Sleepy Brown & Jazze Pha),Outkast,spotify:track:5voPrNQYQ4kQoRZ9A2NghB,8
Bowtie (feat. Sleepy Brown & Jazze Pha),Sleepy Brown,spotify:track:5voPrNQYQ4kQoRZ9A2NghB,8
Bowtie (feat. Sleepy Brown & Jazze Pha),Jazze Pha,spotify:track:5voPrNQYQ4kQoRZ9A2NghB,8
The Way You Move (feat. Sleepy Brown),Outkast,spotify:track:5z7mYFfhw6N6f23VwrokJD,3
The Way You Move (feat. Sleepy Brown),Sleepy Brown,spotify:track:5z7mYFfhw6N6f23VwrokJD,3
From the Curse A Scourge,The Chasm,spotify:track:7l6PT9r4Ed9VwgLWaLGKDj,6
Breadcrumb Trail,Slint,spotify:track:3vNzDPSTgUr1d812rkaCvU,0
"Good Morning, Captain",Slint,spotify:track:154qGmayKVoKeeqv8Yy0QC,6
Tired Climb,Kylesa,spotify:track:4kQBHtVXwDubDqBHaphEWa,6
Spirit In The Sky,Norman Greenbaum,spotify:track:3PPDUkGHUJx2bxct6A3PBy,0
I Believe in You - 1997 Remaster,Talk Talk,spotify:track:3SzoVeS9Eaxt6dmfXF0fPo,5
Protection,Alcest,spotify:track:4bHFJc0ZIgz2lhdy9hFQA7,6
Spirits,Albert Ayler,spotify:track:1iuTQp6LR81qqHcQLbhIWe,2
Sons of Satan,Integrity,spotify:track:3yHQQFafJuc70RqeJXYxWA,1
"So Fresh, So Clean",Outkast,spotify:track:6glsMWIMIxQ4BedzLqGVi4,8
B.O.B. - Bombs Over Baghdad,Outkast,spotify:track:3WibbMr6canxRJXhNtAvLU,9
Starboy,The Weeknd,spotify:track:5aAx2yezTd8zXrkmtKl66Z,8
Starboy,Daft Punk,spotify:track:5aAx2yezTd8zXrkmtKl66Z,8
Blowing My Mind To Pieces,Bob Relf,spotify:track:07LxuLTUwXVfV1cHfvyrx3,0
Chaoplasm,Blood Incantation,spotify:track:5SjPhmu6iNqWPlAMhposHA,6
New Direction,Gorilla Biscuits,spotify:track:7CdGO6KJg20UAAXl7CW8q6,9
Hybrid Moments,Misfits,spotify:track:3gN4UFoOnRHlMl3K4kU5zG,9
Scapegoat,Kylesa,spotify:track:3xLqwykOGrA8NDfAHrXuDr,6
Unknown Awareness,Kylesa,spotify:track:050aFGs0IUl3t8o9iqzh5L,6
Running Red,Kylesa,spotify:track:2dgARhHuW5n1pEuHlWEdOh,6
Wild Is the Wind - 2016 Remaster,David Bowie,spotify:track:7ynwkFhXbrQqnMIWqFfRUS,3
I-E-A-I-A-I-O,System Of A Down,spotify:track:3RgDvs9Jpvn3kUuaTek1R5,9
F**k The System,System Of A Down,spotify:track:4d38pBjhItBlFBN9CneBtl,0
Born To Be Wild,Steppenwolf,spotify:track:63OFKbMaZSDZ4wtesuuq6f,9
My Friends Over You,New Found Glory,spotify:track:1G4NvRMQHDurwC7Q8eT94z,0
Brown Sugar,The Rolling Stones,spotify:track:6Gi8vIT6In8RrT2eTKxoVR,0
Wild Horses,The Rolling Stones,spotify:track:5pS433WfKO8SVdAX3QYf0A,2
Lean on Me,Bill Withers,spotify:track:3M8FzayQWtkvOhqMn2V4T2,2
Haunter of the Dark,Cough,spotify:track:0SElYK9iouvepQe6zONE7q,6
Let It Bleed,Cough,spotify:track:2k4pS2s7JHRiZrc6LB5Xqu,6
No Particular Place To Go,Chuck Berry,spotify:track:3qt3ybU6MScMxMKL2TYBvt,9
You Never Can Tell,Chuck Berry,spotify:track:6FT83pFXKhDlXDsNJFAHWz,9
"Never, Never Gonna Give Ya Up",Barry White,spotify:track:4At54ImSBL41yWMaudry08,3
I Wanna Be Adored - Remastered,The Stone Roses,spotify:track:758wEKVqfYopJIHYWdLVd4,3
Made of Stone - Remastered,The Stone Roses,spotify:track:0bZelokqNQicLQfLU1Ayw8,9
I Wanna Be Your Dog,The Stooges,spotify:track:672N8DGGTOLCOgWe0koX5g,1
You Can't Do It Right - 2009 Digital Remaster,Deep Purple,spotify:track:719mZpNNAbExUe4Wzzdzaz,9
Where Dead Angels Lie,Dissection,spotify:track:6xXtHOeYdRtOT5ffp7oZSb,6
Young Turks,Rod Stewart,spotify:track:6vezarXrEyu0zN5WjJqGfg,3
People Are Strange,The Doors,spotify:track:1Jmqubf9kGkWeYQXQKImL5,3
Excuse Me While I Break My Own Heart Tonight - Strangers Almanac Album Version,Whiskeytown,spotify:track:5KCzU5ujrY4hZZlImNu8Oq,9
16 Days,Whiskeytown,spotify:track:3aFMz2anc9vurZw6bPunI6,9
Dancing With The Women At The Bar,Whiskeytown,spotify:track:6otMdQUdrKjxV5PtVTd4vq,3
Summer Wind,Frank Sinatra,spotify:track:3YdGntlCqQQfrCZo2oY693,2
"Girl, You'll Be a Woman Soon",Urge Overkill,spotify:track:5u6Woby9oKAF8LhhuxykH1,0
So Young,Suede,spotify:track:5ZajGVoBAlSX9tJl3phrTg,3
Animal Nitrate,Suede,spotify:track:3Cf6hpnrWfhGA59IK4E8F8,9
Metal Mickey,Suede,spotify:track:5uSzzS2WO1DGFLXpVbB0tW,9
Animal Lover,Suede,spotify:track:6T5SwZocEDMhFKdDAuhf3Q,3
Girl Fight,SOFT PLAY,spotify:track:3Pwp5TRf0u7T3pXy6D67LQ,1
Who Died,Hot Snakes,spotify:track:2fhlJrHhJmi16tPGMQhnIu,0
Suicide Invoice,Hot Snakes,spotify:track:52gzSdKqPNPIkqpYJ4BXl0,3
Party Fears Two,The Associates,spotify:track:6PN5Z4X40NqaM1WwhJGL73,0
Now It's On,Grandaddy,spotify:track:5uIHdMiO0X7spUYmRnv0cf,9
The Seventh Seal,Sumerlands,spotify:track:5YHsB2FZr9GRwTpJqvsZ14,0
A Shot in the Arm,Wilco,spotify:track:7bLiOJtUpzZ1AIBFtCRQYk,9
Vertigo,Deafheaven,spotify:track:1Oe2Um6K7AsiDjKOBKKbZP,6
This Whole World - Remastered 2009,The Beach Boys,spotify:track:3j9k7V5iIUS7thl5FnlzfR,9
All I Wanna Do - Remastered 2009,The Beach Boys,spotify:track:7y9O8sJmuX7DvmyrR7h3PY,3
Forever - Remastered 2009,The Beach Boys,spotify:track:74D87XkpPozTefTJaGs1oH,2
Leaf House,Animal Collective,spotify:track:1aTmszUhNPI2jRPfb02pQM,4
The Faustian Pact,Panzerfaust,spotify:track:030W0jmj7xrl9ePp7fFI1d,4
A Sun That Never Sets,Neurosis,spotify:track:1HDayRuE2eVx9Znwk51PpM,6
Touch Me I'm Sick,Mudhoney,spotify:track:6wqCxCqYo91ITacXydBobx,6
Take This Job and Shove It,Johnny Paycheck,spotify:track:4XbxeoBeQnwpsyJyZEMoWc,9
302 Cubic Inch V-8 Powered Blues,Zeke,spotify:track:4NOQPWsxpdymfw3PnKPjRG,1
Bone Machine,Pixies,spotify:track:58BsYHaWdK78SIZMWztmC3,0
Break My Body,Pixies,spotify:track:5pVSOZVIWaRxF0zhjlnEUy,0
Broken Face,Pixies,spotify:track:1nc3cMQQoA6uOGgIrGjBIa,0
Gigantic,Pixies,spotify:track:3oqJ3POeLfa2TJh6BFLhPM,0
Feel Flows - Remastered 2009,The Beach Boys,spotify:track:7lNATn8yN0Yjr4KOKDBdW6,2
The Granulating Dark Satanic Mills,Carcass,spotify:track:0qJ8iDnsGfzzDXNhdp3ZIT,1
Unfit for Human Consumption,Carcass,spotify:track:2L4hnHW64BwupvbJHPAFGW,6
Fjara,Sólstafir,spotify:track:5MyiEVVk28KHL70DNUF9Yl,3
Eternal Sun - Вiчне Сонце,Drudkh,spotify:track:5gXliNbd3vadbsrAjIfhkF,6
Keep On Rotting in the Free World,Carcass,spotify:track:79omrqnED14hzA6WJdBlqD,0
Tomorrow Belongs to Nobody,Carcass,spotify:track:1LumlpVKsiqhYaAY0IMbnx,6
Black Star,Carcass,spotify:track:09r1XypjdFkT9BjBVp27Mn,0
Sweet Caroline,Neil Diamond,spotify:track:62AuGbAkt8Ox2IrFFb8GKV,2
Swim Good,Frank Ocean,spotify:track:0ytw2owVvegkIS87txqV1O,3
Legions of the Black Light,Watain,spotify:track:5pX2UE1nqNEFNsWZQ5DX8s,6
Stellarvore,Watain,spotify:track:1rAqs1c51gJ9CJayk4Behg,6
Symbolic,Death,spotify:track:0dpFb4qv92TE9R00Lq4SAW,3
Suite-Pee,System Of A Down,spotify:track:1JxQV7YgHNUFakFY1GJywX,0
Sugar,System Of A Down,spotify:track:0kHXwmkGd6IlCNJH6cGmWw,8
War?,System Of A Down,spotify:track:5divtzshBK3J2VvhzVtBsy,0
P.L.U.C.K.,System Of A Down,spotify:track:0DNWIQ3JjfFtUwnbmsxWpo,8
Strychnine,The Sonics,spotify:track:0oJ62LCOAJo7E6LZGFx1fh,3
Take A Bow,Rihanna,spotify:track:27axXGUeqHViAhTNPYpbho,0
Blank - remastered 2007,Eyehategod,spotify:track:3X6cqWlADU8SVxAhfTIjYT,6
Sister Fucker (Pt. I) - remastered 2007,Eyehategod,spotify:track:7EjR3dnNIdTD1h4A4zbiOy,4
White Neighbor - remastered 2007,Eyehategod,spotify:track:28dKLbA1nqWRVOmweQteP0,6
Next Levels,King Geedorah,spotify:track:58MeeOMk6PMQxXWY9YCNPD,8
Next Levels,4 Winds,spotify:track:58MeeOMk6PMQxXWY9YCNPD,8
Next Levels,Lil' Sci,spotify:track:58MeeOMk6PMQxXWY9YCNPD,8
Next Levels,Stahhr,spotify:track:58MeeOMk6PMQxXWY9YCNPD,8
First Date,blink-182,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,9
Daddy Cool,Boney M.,spotify:track:3WMbD1OyfKuwWDWMNbPQ4g,3
The True Wheel - 2004 Digital Remaster,Brian Eno,spotify:track:45LOQYuy2m5Ggpgkrzic8I,1
Superstition,Stevie Wonder,spotify:track:4N0TP4Rmj6QQezWV88ARNJ,9
Psycho Killer - 2005 Remaster,Talking Heads,spotify:track:1i6N76fftMZhijOzFQ5ZtL,9
No Children,The Mountain Goats,spotify:track:4XpQ2F8NtzWMZ3g5t8qv2Y,2
Everywhere - 2017 Remaster,Fleetwood Mac,spotify:track:254bXAqt3zP6P50BdQvEsq,9
Electric Slim And The Factory Hen,T. Rex,spotify:track:3wO4SNfIqy80UGbdAFAm6B,0
The Cognate House Of Courtly Witches Lies West Of County Meath,Absu,spotify:track:3fYbcv7TyM2ty1d2hJb1Lo,1
Milkshake,Kelis,spotify:track:2cMTIlktg3M9mXYqCPqw1J,9
Start Me Up - 2009 Re-Mastered Digital Version,The Rolling Stones,spotify:track:6ml6iL8HUdQKgtMaehAZc8,0
Mean Old World,T-Bone Walker,spotify:track:3gg0xEc2b4eEbYySLmfFU1,2
Fuck the Pain Away,Peaches,spotify:track:1XHFob24QklIXtLRopKirJ,0
A Life Less Ordinary,Ash,spotify:track:3lUmZok87rZBU4PJu4Bpp4,1
God Alone,Altar Of Plagues,spotify:track:1SkhH8IpSiIfNhn6PcYxNL,4
Burnt Year,Altar Of Plagues,spotify:track:7D7Fmz4gfjqHFd0S2Nbxtu,1
Twelve Was Ruin,Altar Of Plagues,spotify:track:3ff2ejFjvoMIUsfESxqh8b,6
Mills,Altar Of Plagues,spotify:track:0eFfO1l8eZG9cdY8v24QCO,4
1880 Or So,Television,spotify:track:5kRGLbl5wemYO1zFPjyJcz,9
A No No,Danielson,spotify:track:0VGSjHcy23hkaCCqoTAQw3,4
One to Another,The Charlatans,spotify:track:6VXyutOZvBYz2iZe4NCApR,1
Charging the Void,Vektor,spotify:track:57ksenFZL6ipDlpls2cq0Q,0
Pillars of Sand,Vektor,spotify:track:4b8YMA83Adte9iIypPPGAX,8
Copper,Shellac,spotify:track:0aHAffzngCOzu8q8wYClIP,6
Seattle - Remastered - 2021,Knut,spotify:track:44S8NLMSKofnaBg1eFFgdC,4
Gravedancer,Pig Destroyer,spotify:track:0Pj5S3hUGp5UheHwhMDZvw,8
Major Leagues,Pavement,spotify:track:1USBWaiCZYJ4x8LUmWJfFa,2
The Hexx,Pavement,spotify:track:7iGksYXSMYWrS6VjPHWyPZ,2
...And Carrot Rope,Pavement,spotify:track:0VpJ50Iuj2ebZSuBjQPn89,2
Falling from Cloud 9,Lift To Experience,spotify:track:29VSh7x2lpM6VTmO1HFBrM,4
With Crippled Wings,Lift To Experience,spotify:track:1nymxqQQYjB1NYF3mHzmHo,4
These Are the Days,Lift To Experience,spotify:track:2C20b0mbu8ACV8Icp7YyEG,6
That's Life,Frank Sinatra,spotify:track:4FmCUATNIarCQh72JYdvnm,4
Not If You Were The Last Junkie On Earth,The Dandy Warhols,spotify:track:6knnw2F8PneXpkMcMmGY8e,6
Voodoo People (Pendulum Mix),The Prodigy,spotify:track:4IwnNqIML38mYMXGKVsScD,6
Itchycoo Park,Small Faces,spotify:track:03WyBgewl3a6uvyJEMY69L,0
I'm Only Dreaming,Small Faces,spotify:track:23FkvOUJi3J5YZBvax2Tli,2
I Feel Much Better,Small Faces,spotify:track:5Pa9Lp1z03xwQxLojGCUXe,0
Generator,Foo Fighters,spotify:track:5wGKhAtleAFv0YV2w7NvSn,0
Bigger Than Kiss,Teenage Bottlerocket,spotify:track:4EAql3BjJv4GtJZnQb5juh,9
He Was a Big Freak,Betty Davis,spotify:track:0ZUjxCkivUfdToUIAlWr0M,8
Inside Out,Spoon,spotify:track:0Ss9wcXyyL86SgTJg1r9dI,0
You Got Me,The Roots,spotify:track:4pdLZsxq0y5oJDb6Cxlokw,8
You Got Me,Tariq Trotter,spotify:track:4pdLZsxq0y5oJDb6Cxlokw,8
You Got Me,Erykah Badu,spotify:track:4pdLZsxq0y5oJDb6Cxlokw,8
You Got Me,Eve,spotify:track:4pdLZsxq0y5oJDb6Cxlokw,8
Laser Beam,Low,spotify:track:5Ie3c2KbHPqPaPV8Mk3UGK,4
This Addiction,Alkaline Trio,spotify:track:63fdSlCCykzyBSB5nSZ6v4,0
Lead Poisoning,Alkaline Trio,spotify:track:6f7l9p7i2EO8cd3cZFlcmb,0
Riding The Grape Dragon,These Arms Are Snakes,spotify:track:1R5ESsj9GWx9CMaqOVAL6K,3
Dripping Low,Hangman's Chair,spotify:track:5oPy4A0qyLihcsyPwqT8XV,0
Flashback,Hangman's Chair,spotify:track:59Cm66cU9M2vUzVHW9Owpt,4
This Old Heart Of Mine (Is Weak For You),The Isley Brothers,spotify:track:5c33j1xFVOL4G24zxYhssB,9
Truth Defiled,trials,spotify:track:3v6DcgLGFIiRJZ5f9GWAb3,0
Don't Believe the Word,trials,spotify:track:6DTS3Lzr7no9u8yBclYFG5,3
No Action,Elvis Costello & The Attractions,spotify:track:2DCJ7WDoGyyRhKHe5jaShu,0
"Radio, Radio",Elvis Costello & The Attractions,spotify:track:4cZ7dGQZi9duyPn1SY2lgU,0
Stellar Master Elite,Thorns,spotify:track:0Qd1XlUajJDAlN71EpvEJk,6
At First Light,Bolt Thrower,spotify:track:0ax9nvLVe4wE4AeFHu6s7e,6
The Killchain,Bolt Thrower,spotify:track:7ijzfPlrrszfIllGC2FHgO,6
Anti-Tank (Dead Armour),Bolt Thrower,spotify:track:2A3dxZgqNoFtejjNyeLf4c,6
Sunday,Sonic Youth,spotify:track:5ZNdRdZ2inm4ksA8keadDs,6
Once Said at the Fires,The Black Heart Procession,spotify:track:2sF54Mo6BmklRH1Mf0LoeQ,5
I'm Cold - Sav Studio Demo 11/77,The Cure,spotify:track:3DNOKbUNAwSAqag8nT4iRI,3
The Glorious Plain,Winterfylleth,spotify:track:3cieNngA6sch8ZXAKih5zJ,6
Lukewarm,New End Original,spotify:track:6nqxqN3oaRkRLjz0VtKmJ9,0
Prairie Rose,Roxy Music,spotify:track:2W8LtHSzaLLmxBiDe8iGvW,1
Over You,Roxy Music,spotify:track:2fvbbPfFdL6roe2AF68p4P,0
Avalon,Roxy Music,spotify:track:38DLza55n1XcNRBRILUR3i,2
Virginia Plain,Roxy Music,spotify:track:5YR35kkDUO4ShM6QPSCjqy,0
Shoulder to the Wheel,Saves The Day,spotify:track:4dKu1HkVL1xh96F1JfDTrn,9
Imperium,Machine Head,spotify:track:2WK78upCkuvhkJcrHlEEyI,3
The Power Is On,The Go! Team,spotify:track:0jj39Oo1mnjnTBpOMQ3d5V,6
Huddle Formation,The Go! Team,spotify:track:6O61pROWlBVw4T6RszE4C4,6
Triumph of Death,Vader,spotify:track:4nwkxiAVNFMlF360A80vqQ,6
Criminal,Fiona Apple,spotify:track:6PNvv1dmDbOWrAYwEcuKBX,3
All Night Long,Zeke,spotify:track:4BKN8syGeozUdNo8grvMAw,0
Time of the Season,The Zombies,spotify:track:6im4Ks6SWUqwTGp7Cft1e7,3
The Doorway,Neurosis,spotify:track:1wcAxYlWOtGChf8GLPCGFk,6
When the Ship Comes In,Bob Dylan,spotify:track:7hMhO4oenpVkVaM5bNkEbz,2
If There's Any Justice,Lemar,spotify:track:3vZfy3cXEYojq7BvSt87Of,3
Hollow Severer,Kylesa,spotify:track:5cucnvlKB9iDZir8Sp7yQ8,6
Bastards of Young - 2008 Remaster,The Replacements,spotify:track:0ritgEzDOsxbd2IfYX96S9,9
Two Notes Shy of an Octave,Red City Radio,spotify:track:5YItelunJdgQncp9TOZiCH,9
Off You,The Breeders,spotify:track:0y6plLcx4WOqZ0E8t1uYHW,2
Screen Shot,Swans,spotify:track:2wPJFjghtjN5PBqQOXutiv,1
To Bring You My Love,PJ Harvey,spotify:track:537IPiZTZ1GVcohzFHAHf5,2
Down By The Water,PJ Harvey,spotify:track:48mJX8glOrQkrSdVBjc0Wb,9
